FECHA,DESCRIPCION,MONTO,TIPO
2025-02-13 00:00:00,TRANSFERENCIA INTERBANCARIA A GREGORY ALESSANDRO ARIAS VACA,-3.0,CUENTA
2025-02-13 00:00:00,TRANSFERENCIA DIRECTA A MEDINA AYALA VIOLETA ALEJANDRA,-14.65,CUENTA
2025-02-13 00:00:00,TRANSFERENCIA DIRECTA A PANILUISA CHICAIZA EDISON ORLANDO,-6.75,CUENTA
2025-02-14 00:00:00,TRANSFERENCIA INTERBANCARIA ENVIADA,-3.0,CUENTA
2025-02-21 00:00:00,PAGO TARJETA:  2230670000895647,-29.52,CUENTA
2025-02-21 00:00:00,TRANSFERENCIA DIRECTA A RUALES RUALES NORA MARIBEL,-4.25,CUENTA
2025-02-21 00:00:00,CERTIFICADO DE DEPOSITO,-28000.0,CUENTA
2025-02-24 00:00:00,TRANSFERENCIA DIRECTA A ANDRADE MURILLO MARTIN NICOLAS,-5.0,CUENTA
2025-02-24 00:00:00,TRANSFERENCIA DIRECTA A ARCOS MEZA PAUL MATEO,-4.36,CUENTA
2025-02-24 00:00:00,TRANSFERENCIA INTERBANCARIA A FOOD & SERVICES SOCIETY PIZZERIA EL HORNERO,-1.65,CUENTA
2025-02-24 00:00:00,TRANSFERENCIA DIRECTA A LPPC S.A.S. B.I.C.,-2.0,CUENTA
2025-02-24 00:00:00,TRANSFERENCIA DIRECTA A LPPC S.A.S. B.I.C.,-2.0,CUENTA
2025-02-24 00:00:00,TRANSFERENCIA DIRECTA DE ARCINIEGA BASANTES PAULINA MARIA,50.0,CUENTA
2025-02-24 00:00:00,TRANSFERENCIA INTERBANCARIA A GREGORY ALESSANDRO ARIAS VACA,-3.0,CUENTA
2025-02-25 00:00:00,TRANSFERENCIA DIRECTA A ROMAN GUERRERO FREDDY OSWALDO,-17.23,CUENTA
2025-02-27 00:00:00,TRANSFERENCIA INTERBANCARIA A GREGORY ALESSANDRO ARIAS VACA,-3.0,CUENTA
2025-02-28 00:00:00,TRANSFERENCIA DIRECTA A MEDINA AYALA VIOLETA ALEJANDRA,-30.6,CUENTA
2025-02-28 00:00:00,TRANSFERENCIA DIRECTA A MEDINA AYALA VIOLETA ALEJANDRA,-6.0,CUENTA
2025-03-05 00:00:00,TRANSFERENCIA INTERBANCARIA A ALEXANDRA VERONICA QUISHPE CRIOLLO,-1.14,CUENTA
2025-03-05 00:00:00,TRANSFERENCIA INTERBANCARIA A FABIOLA BERENICE TORRES GONZALEZ,-11.0,CUENTA
2025-03-05 00:00:00,TRANSFERENCIA INTERBANCARIA A GREGORY ALESSANDRO ARIAS VACA,-3.0,CUENTA
2025-03-05 00:00:00,TRANSFERENCIA INTERBANCARIA A AMPARITO DEL ROCIO ERAZO TOAZO,-2.75,CUENTA
2025-03-07 00:00:00,TRANSFERENCIA DIRECTA A PEDRA TISBET EDELMIRA,-1.0,CUENTA
2025-03-10 00:00:00,TRANSFERENCIA DIRECTA A ARCOS MEZA PAUL MATEO,-3.25,CUENTA
2025-03-10 00:00:00,TRANSFERENCIA DIRECTA A ARCOS MEZA PAUL MATEO,-1.25,CUENTA
2025-03-12 00:00:00,TRANSFERENCIA INTERBANCARIA A GREGORY ALESSANDRO ARIAS VACA,-3.0,CUENTA
2025-03-12 00:00:00,TRANSFERENCIA INTERBANCARIA A CELIA MERCEDES MENA JACOME,-24.0,CUENTA
2025-03-12 00:00:00,TRANSFERENCIA INTERBANCARIA A BRYAN ANDRES MORALES ARANDI,-7.5,CUENTA
2025-03-13 00:00:00,TRANSFERENCIA INTERBANCARIA A GREGORY ALESSANDRO ARIAS VACA,-3.0,CUENTA
2025-03-13 00:00:00,TRANSFERENCIA INTERBANCARIA A MAYRA ALEXANDRA ORTIZ NAGUA,-20.0,CUENTA
2025-03-14 00:00:00,TRANSFERENCIA INTERBANCARIA A MARIANELA PARRA TORRES,-3.0,CUENTA
2025-03-17 00:00:00,TRANSFERENCIA DIRECTA DE ARCENTALES ARCINIEGA ARIANNA NICOLE,17.0,CUENTA
2025-03-17 00:00:00,TRANSFERENCIA DIRECTA DE MEDINA AYALA VIOLETA ALEJANDRA,7.5,CUENTA
2025-03-17 00:00:00,TRANSFERENCIA DIRECTA DE PAZMINO VALLEJO NORMA ISABEL,7.5,CUENTA
2025-03-19 00:00:00,CANCELACION PLAZO FIJO,10310.0,CUENTA
2025-03-19 00:00:00,CANCELACION PLAZO FIJO,225.25,CUENTA
2025-03-19 00:00:00,RETENCION RENDIMIENTO FINANCIERO,-4.51,CUENTA
2025-03-19 00:00:00,TRANSFERENCIA INTERBANCARIA A GREGORY ALESSANDRO ARIAS VACA,-3.0,CUENTA
2025-03-19 00:00:00,TRANSFERENCIA DIRECTA A MINUCHE  PEREZ PAOLA CAROLINA,-20.0,CUENTA
2025-03-20 00:00:00,TRANSFERENCIA INTERBANCARIA A GREGORY ALESSANDRO ARIAS VACA,-3.0,CUENTA
2025-03-21 00:00:00,PAGO TARJETA:  2230670000895647,-20.0,CUENTA
2025-03-21 00:00:00,TRANSFERENCIA DIRECTA DE ARCINIEGA BASANTES PAULINA MARIA,535.0,CUENTA
2025-03-21 00:00:00,TRANSFERENCIA DIRECTA DE ARCINIEGA BASANTES PAULINA MARIA,100.0,CUENTA
2025-03-21 00:00:00,TRANSFERENCIA DIRECTA A LOGRONO  HIDALGO IVELIA MARGARITA,-6.0,CUENTA
2025-03-21 00:00:00,DEPOSITO       6293,600.0,CUENTA
2025-03-21 00:00:00,TRANSFERENCIA DIRECTA A ROJAS  CHALE SHIRLEY STEFANIA,-5.0,CUENTA
2025-03-21 00:00:00,TRANSFERENCIA DIRECTA A ATIENCIA  COLLAGUAZO CARLA ESTEFANIA,-5.25,CUENTA
2025-03-21 00:00:00,12658558-MASTERCARD     -RECAUDACIONES-223067000075,-309.55,CUENTA
2025-03-24 13:10:00,TRANSFERENCIA INTERBANCARIA A GREGORY ALESSANDRO ARIAS VACA,-3.0,CUENTA
2025-03-25 13:22:00,TRANSFERENCIA INTERBANCARIA A GREGORY ALESSANDRO ARIAS VACA,-3.0,CUENTA
2025-03-25 21:00:00,TRANSFERENCIA INTERBANCARIA A MONICA CRISTINA ARAUJO BALDEON,-35.7,CUENTA
2025-03-25 21:09:00,TRANSFERENCIA DIRECTA DE DAVID MATEO BENALCAZAR MOSQUERA,24.19,CUENTA
2025-03-26 14:31:00,TRANSFERENCIA INTERBANCARIA A LENIN ULICES VACA SALAS,-10.0,CUENTA
2025-03-26 15:48:00,TRANSFERENCIA INTERBANCARIA A A GUSTO PARRILLADAS,-3.25,CUENTA
2025-03-27 16:15:00,PAGO TARJETA INTERBANCARIA ENVIADA,-2.49,CUENTA
2025-03-31 16:50:00,TRANSFERENCIA INTERBANCARIA A RUTH KARINA CALDERON PARRA,-10.75,CUENTA
2025-03-31 10:58:00,TRANSFERENCIA DIRECTA A VILLACRES CARRILLO ALICIA,-2.25,CUENTA
2025-03-31 13:15:00,TRANSFERENCIA DIRECTA A YANCHATUÑA RIVERA DEYSI MARIBEL,-3.0,CUENTA
2025-03-31 13:16:00,TRANSFERENCIA DIRECTA A YANCHATUÑA RIVERA DEYSI MARIBEL,-2.5,CUENTA
2025-03-31 14:13:00,TRANSFERENCIA DIRECTA A LAGOS MORALES DIELA ESPERANZA,-3.0,CUENTA
2025-03-31 18:31:00,TRANSFERENCIA INTERBANCARIA ENVIADA,-3.53,CUENTA
2025-04-01 12:25:00,TRANSFERENCIA DIRECTA A FLORES PRIETO IVAN RICARDO,-4.25,CUENTA
2025-04-02 12:59:00,TRANSFERENCIA DIRECTA A YANCHATUÑA RIVERA DEYSI MARIBEL,-3.0,CUENTA
2025-04-03 08:51:00,TRANSFERENCIA DIRECTA DE JUAN JOSE NAVARRETE COUTO,2.5,CUENTA
2025-04-03 11:27:00,TRANSFERENCIA INTERBANCARIA A LUIS ANTONIO RIVADENEIRA PINARGOTE,-3.25,CUENTA
2025-04-03 11:28:00,TRANSFERENCIA DIRECTA DE JUAN JOSE NAVARRETE COUTO,1.75,CUENTA
2025-04-03 13:31:00,TRANSFERENCIA INTERBANCARIA A ELSA SUSANA PENA CEPEDA,-3.6,CUENTA
2025-04-03 14:09:00,TRANSFERENCIA DIRECTA A GONZALEZ DIAZ ARIK JOSUE,-1.0,CUENTA
2025-04-03 14:45:00,TRANSFERENCIA DIRECTA A FOUNES PINTO GIOVANNY FRANCISCO,-3.0,CUENTA
2025-04-03 18:07:00,TRANSFERENCIA INTERBANCARIA A TATIANA ELIZABETH GAVILANEZ PAREDES,-1.75,CUENTA
2025-04-04 12:53:00,TRANSFERENCIA DIRECTA A FOUNES PINTO GIOVANNY FRANCISCO,-2.0,CUENTA
2025-04-04 14:24:00,TRANSFERENCIA DIRECTA A JIMENEZ EGAS LEANDRO IVAN,-5.0,CUENTA
2025-04-04 15:11:00,TRANSFERENCIA DIRECTA A JIMENEZ EGAS LEANDRO IVAN,-5.0,CUENTA
2025-04-04 15:48:00,TRANSFERENCIA DIRECTA A HERNANDEZ COBAGANGO EDISON RICARDO,-2.5,CUENTA
2025-04-07 13:14:00,TRANSFERENCIA DIRECTA A YANCHATUÑA RIVERA DEYSI MARIBEL,-5.0,CUENTA
2025-04-08 09:56:00,TRANSFERENCIA DIRECTA A NAVARRETE COUTO JUAN JOSE,-0.69,CUENTA
2025-04-08 17:05:00,RETSINTJ 0979344605 BOVEDA DISPONIBLE VASE,-50.0,CUENTA
2025-04-09 10:29:00,TRANSFERENCIA DIRECTA A HONORES JAEN IVES OLIVIA,-7.75,CUENTA
2025-04-09 13:47:00,TRANSFERENCIA INTERBANCARIA A GREGORY ALESSANDRO ARIAS VACA,-3.25,CUENTA
2025-04-10 12:26:00,TRANSFERENCIA DIRECTA A VELASTEGUI PEREZ MATEO SEBASTIAN,-4.6,CUENTA
2025-04-11 15:34:00,TRANSFERENCIA DIRECTA A ATIENCIA COLLAGUAZO CARLA ESTEFANIA,-5.0,CUENTA
2025-04-14 13:53:00,TRANSFERENCIA INTERBANCARIA A ENMARSI S.A POLLO CAMPERO,-6.7,CUENTA
2025-04-14 13:13:00,TRANSFERENCIA DIRECTA A YANCHATUÑA RIVERA DEYSI MARIBEL,-2.5,CUENTA
2025-04-15 12:21:00,TRANSFERENCIA INTERBANCARIA A GREGORY ALESSANDRO ARIAS VACA,-3.25,CUENTA
2025-04-16 10:43:00,TRANSFERENCIA DIRECTA A VELASTEGUI PEREZ MATEO SEBASTIAN,-4.0,CUENTA
2025-04-16 10:43:00,TRANSFERENCIA DIRECTA A VELASTEGUI PEREZ MATEO SEBASTIAN,-2.0,CUENTA
2025-04-16 10:50:00,TRANSFERENCIA DIRECTA DE JUAN JOSE NAVARRETE COUTO,2.0,CUENTA
2025-04-16 14:40:00,TRANSFERENCIA INTERBANCARIA DE GUSTAVO DAVID JARA RAMIREZ,22.0,CUENTA
2025-04-16 14:43:00,TRANSFERENCIA DIRECTA A MINUCHE PEREZ PAOLA CAROLINA,-66.0,CUENTA
2025-04-16 15:28:00,TRANSFERENCIA DIRECTA A MINUCHE PEREZ PAOLA CAROLINA,-70.0,CUENTA
2025-04-16 15:30:00,TRANSFERENCIA INTERBANCARIA DE GUSTAVO DAVID JARA RAMIREZ,45.0,CUENTA
2025-04-16 15:38:00,TRANSFERENCIA DIRECTA A ROSERO LUCERO RICARDO DANIEL,-7.5,CUENTA
2025-04-17 20:56:00,TRANSFERENCIA INTERBANCARIA A FABIOLA BERENICE TORRES GONZALEZ,-8.0,CUENTA
2025-04-21 14:52:00,TRANSFERENCIA INTERBANCARIA A MIRIAM PATRICIA POZO POSSO,-21.0,CUENTA
2025-04-21 09:40:00,PAGO TARJETA:  2230670000895647,-30.27,CUENTA
2025-04-21 17:24:00,TRANSFERENCIA INTERBANCARIA A DANNY ALEXIS LEON CHACON,-23.0,CUENTA
2025-04-22 12:23:00,TRANSFERENCIA INTERBANCARIA A ROSA MAGALI PALMA LOOR,-4.75,CUENTA
2025-04-23 10:21:00,TRANSFERENCIA DIRECTA A HONORES JAEN IVES OLIVIA,-3.5,CUENTA
2025-04-23 12:26:00,TRANSFERENCIA DIRECTA DE ARCINIEGA BASANTES PAULINA MARIA,100.0,CUENTA
2025-04-24 12:45:00,TRANSFERENCIA INTERBANCARIA A GREGORY ALESSANDRO ARIAS VACA,-3.25,CUENTA
2025-04-25 13:08:00,TRANSFERENCIA INTERBANCARIA A JEFERSSON PATRICIO LEDESMA CARRILLO,-4.0,CUENTA
2025-04-25 14:01:00,TRANSFERENCIA DIRECTA A FOUNES PINTO GIOVANNY FRANCISCO,-3.0,CUENTA
2025-04-25 14:48:00,TRANSFERENCIA DIRECTA A JIMENEZ EGAS LEANDRO IVAN,-5.0,CUENTA
2025-04-28 08:02:00,TRANSFERENCIA DIRECTA A VELASTEGUI PEREZ MATEO SEBASTIAN,-4.0,CUENTA
2025-04-28 08:03:00,TRANSFERENCIA DIRECTA DE JUAN JOSE NAVARRETE COUTO,1.33,CUENTA
2025-04-28 14:15:00,TRANSFERENCIA INTERBANCARIA A MARIA ELENA RECALDE ESTACIO,-6.0,CUENTA
2025-04-28 19:52:00,13426655-MASTERCARD     -RA-546605000455,-3217.5,CUENTA
2025-04-28 19:58:00,CERTIFICADO DE DEPOSITO,-7317.0,CUENTA
2025-04-29 12:19:00,TRANSFERENCIA INTERBANCARIA A ROSA MAGALI PALMA LOOR,-4.75,CUENTA
2025-04-30 13:11:00,TRANSFERENCIA DIRECTA A VALLEJO TRUJILLO JANETH ESTHER,-2.5,CUENTA
2025-05-01 11:36:00,TRANSFERENCIA DIRECTA A VELASTEGUI PEREZ MATEO SEBASTIAN,-1.85,CUENTA
2025-05-01 13:18:00,TRANSFERENCIA INTERBANCARIA A GREGORY ALESSANDRO ARIAS VACA,-3.25,CUENTA
2025-05-05 13:36:00,TRANSFERENCIA DIRECTA A ARCOS MEZA PAUL MATEO,-3.25,CUENTA
2025-05-05 21:49:00,TRANSFERENCIA INTERBANCARIA A CHRISTIAN ROBERTO FALCONI ARMAS,-9.8,CUENTA
2025-05-05 12:56:00,TRANSFERENCIA DIRECTA DE ARCENTALES ARCINIEGA ARIANNA NICOLE,10.5,CUENTA
2025-05-05 20:18:00,TRANSFERENCIA DIRECTA A PANILUISA CHICAIZA EDISON ORLANDO,-3.4,CUENTA
2025-05-06 11:47:00,TRANSFERENCIA INTERBANCARIA A VERONICA MARISOL MOROCHO CHALCO,-3.95,CUENTA
2025-05-07 09:53:00,13619132-MASTERCARD     -RA-223067000075,-789.73,CUENTA
2025-05-07 14:02:00,TRANSFERENCIA DIRECTA A MORALES COBA ALISSON FERNANDA,-13.99,CUENTA
2025-05-07 14:03:00,TRANSFERENCIA INTERBANCARIA DE GUSTAVO DAVID JARA RAMIREZ,4.66,CUENTA
2025-05-07 14:04:00,TRANSFERENCIA DIRECTA DE FABRICIO SEBASTIAN MONTALVO VALDIVIEZO,4.6,CUENTA
2025-05-07 14:11:00,TRANSFERENCIA DIRECTA A PALLO ARMIJOS MARIA DE LOURDES,-6.0,CUENTA
2025-05-08 11:27:00,TRANSFERENCIA INTERBANCARIA A LAURA SUSANA CAMPOS LOOR,-2.5,CUENTA
2025-05-08 11:29:00,TRANSFERENCIA INTERBANCARIA A LAURA SUSANA CAMPOS LOOR,-2.0,CUENTA
2025-05-08 19:09:00,TRANSFERENCIA INTERBANCARIA A ERICK EDUARDO MOSQUERA HERRERA,-3.5,CUENTA
2025-05-09 12:27:00,TRANSFERENCIA INTERBANCARIA DE GUSTAVO DAVID JARA RAMIREZ,1.2,CUENTA
2025-05-09 12:29:00,TRANSFERENCIA DIRECTA A VELASTEGUI PEREZ MATEO SEBASTIAN,-5.55,CUENTA
2025-05-09 13:29:00,TRANSFERENCIA DIRECTA A FOUNES PINTO GIOVANNY FRANCISCO,-3.0,CUENTA
2025-05-09 13:42:00,TRANSFERENCIA DIRECTA A JIMENEZ EGAS LEANDRO IVAN,-1.0,CUENTA
2025-05-09 14:43:00,TRANSFERENCIA DIRECTA A FLORES VISTIN ARIEL ALEJANDRO,-5.0,CUENTA
2025-05-09 17:34:00,TRANSFERENCIA INTERBANCARIA A ARACELI VERONICA ESPARZA BERNAL,-0.9,CUENTA
2025-05-12 15:05:00,TRANSFERENCIA DIRECTA A ERAZO UNDA JUAN DAVID,-2.0,CUENTA
2025-05-12 15:31:00,TRANSFERENCIA DIRECTA A CHANCUSIG NACIMBA FAUSTO ADRIAN,-3.0,CUENTA
2025-05-12 17:30:00,TRANSFERENCIA INTERBANCARIA A CRISTHIAN JHONEL MORENO PANEZO,-0.05,CUENTA
2025-05-12 17:33:00,TRANSFERENCIA DIRECTA A MORENO PANEZO CRISTHIAN JHONEL,-0.01,CUENTA
2025-05-12 17:43:00,TRANSFERENCIA DIRECTA A MORENO PANEZO CRISTHIAN JHONEL,-0.05,CUENTA
2025-05-12 09:43:00,TRANSFERENCIA DIRECTA A PANILUISA CHICAIZA EDISON ORLANDO,-2.5,CUENTA
2025-05-12 10:50:00,TRANSFERENCIA INTERBANCARIA A LAURA SUSANA CAMPOS LOOR,-2.5,CUENTA
2025-05-12 12:20:00,TRANSFERENCIA INTERBANCARIA A GREGORY ALESSANDRO ARIAS VACA,-3.25,CUENTA
2025-05-12 21:24:00,CERTIFICADO DE DEPOSITO,-27000.0,CUENTA
2025-05-13 10:32:00,TRANSFERENCIA INTERBANCARIA A JAIRO SANTIAGO UBILLUZ ORTIZ,-2.0,CUENTA
2025-05-13 11:49:00,TRANSFERENCIA DIRECTA DE JOSE GONZALO ARCENTALES VALENZUELA,1.0,CUENTA
2025-05-13 11:50:00,TRANSFERENCIA DIRECTA A ARCENTALES VALENZUELA JOSE GONZALO,-1.0,CUENTA
2025-05-14 12:31:00,TRANSFERENCIA INTERBANCARIA A GREGORY ALESSANDRO ARIAS VACA,-3.25,CUENTA
2025-05-15 11:13:00,TRANSFERENCIA DIRECTA A HONORES JAEN IVES OLIVIA,-4.25,CUENTA
2025-05-15 14:17:00,TRANSFERENCIA INTERBANCARIA ENVIADA,-12.0,CUENTA
2025-05-16 13:40:00,TRANSFERENCIA INTERBANCARIA A GREGORY ALESSANDRO ARIAS VACA,-3.25,CUENTA
2025-05-16 20:40:00,TRANSFERENCIA DIRECTA A PARRALES CARRASCO JIXON IVAN,-8.5,CUENTA
2025-05-19 20:50:00,TRANSFERENCIA INTERBANCARIA A ERICK EDUARDO MOSQUERA HERRERA,-8.28,CUENTA
2025-05-20 12:31:00,TRANSFERENCIA INTERBANCARIA A GREGORY ALESSANDRO ARIAS VACA,-3.25,CUENTA
2025-05-21 10:55:00,TRANSFERENCIA DIRECTA A VELASTEGUI PEREZ MATEO SEBASTIAN,-3.99,CUENTA
2025-05-21 11:11:00,TRANSFERENCIA DIRECTA DE JUAN JOSE NAVARRETE COUTO,2.0,CUENTA
2025-05-22 10:10:00,TRANSFERENCIA DIRECTA DE ARCINIEGA BASANTES PAULINA MARIA,110.0,CUENTA
2025-05-22 12:59:00,TRANSFERENCIA DIRECTA A ATIENCIA COLLAGUAZO CARLA ESTEFANIA,-4.75,CUENTA
2025-05-27 14:53:00,TRANSFERENCIA INTERBANCARIA A GREGORY ALESSANDRO ARIAS VACA,-3.0,CUENTA
2025-05-28 09:55:00,TRANSFERENCIA DIRECTA A HONORES JAEN IVES OLIVIA,-2.75,CUENTA
2025-05-28 12:40:00,TRANSFERENCIA DIRECTA A GUEVARA OLMEDO MATEO NICOLAS,-0.69,CUENTA
2025-05-30 14:33:00,TRANSFERENCIA DIRECTA DE GABRIEL NICOLAS NARANJO FREIRE,1.65,CUENTA
2025-05-30 14:36:00,TRANSFERENCIA INTERBANCARIA A ELSA SUSANA PENA CEPEDA,-4.75,CUENTA
2025-05-30 15:28:00,TRANSFERENCIA INTERBANCARIA A ELSA SUSANA PENA CEPEDA,-6.5,CUENTA
2025-05-30 16:02:00,TRANSFERENCIA DIRECTA DE MARCO ALEJANDRO BENITEZ CADENA,1.66,CUENTA
2025-05-30 17:22:00,TRANSFERENCIA DIRECTA A ARCOS MEZA PAUL MATEO,-1.25,CUENTA
2025-06-02 21:01:00,TRANSFERENCIA INTERBANCARIA A MONICA CRISTINA ARAUJO BALDEON,-15.9,CUENTA
2025-06-02 10:10:00,TRANSFERENCIA INTERBANCARIA A LAURA SUSANA CAMPOS LOOR,-2.5,CUENTA
2025-06-03 10:58:00,TRANSFERENCIA DIRECTA A LAGOS MORALES DIELA ESPERANZA,-1.6,CUENTA
2025-06-04 14:08:00,TRANSFERENCIA INTERBANCARIA A GREGORY ALESSANDRO ARIAS VACA,-3.25,CUENTA
2025-06-06 12:22:00,TRANSFERENCIA INTERBANCARIA A LAURA SUSANA CAMPOS LOOR,-2.5,CUENTA
2025-06-06 14:54:00,TRANSFERENCIA DIRECTA A FOUNES PINTO GIOVANNY FRANCISCO,-3.0,CUENTA
2025-06-06 15:23:00,TRANSFERENCIA DIRECTA DE LEANDRO IVAN JIMENEZ EGAS,3.0,CUENTA
2025-06-06 15:24:00,TRANSFERENCIA DIRECTA A FOUNES PINTO GIOVANNY FRANCISCO,-10.0,CUENTA
2025-06-06 17:49:00,TRANSFERENCIA DIRECTA A FOUNES PINTO GIOVANNY FRANCISCO,-10.0,CUENTA
2025-06-09 18:26:00,TRANSFERENCIA INTERBANCARIA A MARTHA SUSANA ECHEVERRIA ARIAS,-0.5,CUENTA
2025-06-09 18:28:00,TRANSFERENCIA INTERBANCARIA A SEGUNDO GALO MORALES PARRA,-1.2,CUENTA
2025-06-10 10:14:00,TRANSFERENCIA DIRECTA A LAGOS MORALES DIELA ESPERANZA,-1.2,CUENTA
2025-06-10 12:15:00,TRANSFERENCIA DIRECTA DE ARCINIEGA BASANTES PAULINA MARIA,428.06,CUENTA
2025-06-10 12:18:00,DEPOSITO,300.0,CUENTA
2025-06-10 13:08:00,TRANSFERENCIA INTERBANCARIA A GREGORY ALESSANDRO ARIAS VACA,-3.25,CUENTA
2025-06-11 12:06:00,TRANSFERENCIA DIRECTA A DE LA CRUZ QUISTANCHALA JORGE SANTIAGO,-12.99,CUENTA
2025-06-11 12:46:00,TRANSFERENCIA INTERBANCARIA A GREGORY ALESSANDRO ARIAS VACA,-3.25,CUENTA
2025-06-12 06:45:00,CANCELACION PLAZO FIJO,27000.0,CUENTA
2025-06-12 06:45:00,CANCELACION PLAZO FIJO,123.23,CUENTA
2025-06-12 06:45:00,RETENCION RENDIMIENTO FINANCIERO,-2.46,CUENTA
2025-06-12 12:44:00,TRANSFERENCIA DIRECTA DE SEBASTIAN MATEO CHICAIZA ERAZO,11.5,CUENTA
2025-06-13 13:59:00,TRANSFERENCIA INTERBANCARIA A GREGORY ALESSANDRO ARIAS VACA,-3.25,CUENTA
2025-06-16 11:57:00,TRANSFERENCIA DIRECTA A ALVAREZ BURBANO DOMENICA MISHELL,-10.0,CUENTA
2025-06-16 10:48:00,TRANSFERENCIA DIRECTA A CONTERON CONTERON FABIOLA,-4.0,CUENTA
2025-06-16 13:07:00,TRANSFERENCIA DIRECTA DE JUAN JOSE NAVARRETE COUTO,2.75,CUENTA
2025-06-16 14:16:00,TRANSFERENCIA INTERBANCARIA A GREGORY ALESSANDRO ARIAS VACA,-3.25,CUENTA
2025-06-17 05:07:00,CANCELACION PLAZO FIJO,10003.0,CUENTA
2025-06-17 05:07:00,TRANSFERENCIA INTERIOR,386.95,CUENTA
2025-06-17 10:57:00,TRANSFERENCIA DIRECTA A LAGOS MORALES DIELA ESPERANZA,-1.6,CUENTA
2025-06-17 12:30:00,TRANSFERENCIA INTERBANCARIA A GREGORY ALESSANDRO ARIAS VACA,-3.0,CUENTA
2025-06-19 12:17:00,TRANSFERENCIA INTERBANCARIA A DILLAN DAVID GONZALEZ VARGAS,-0.8,CUENTA
2025-06-19 12:53:00,TRANSFERENCIA DIRECTA A SILLO MALDONADO JORGE NIBALDO,-8.5,CUENTA
2025-06-19 14:03:00,TRANSFERENCIA INTERBANCARIA A MB MAYFLOWER BUFFALOS S.A GRUPO MB,-8.84,CUENTA
2025-06-19 14:04:00,TRANSFERENCIA INTERBANCARIA A DELI INTERNACIONAL S.A IL CAPPO DI MANGI,-5.99,CUENTA
2025-06-19 15:25:00,TRANSFERENCIA INTERBANCARIA A MINISO ECUADOR S.A. MINISO,-15.99,CUENTA
2025-06-19 16:22:00,TRANSFERENCIA INTERBANCARIA A DILLAN DAVID GONZALEZ VARGAS,-0.8,CUENTA
2025-06-20 11:29:00,TRANSFERENCIA INTERBANCARIA DE GUSTAVO DAVID JARA RAMIREZ,3.0,CUENTA
2025-06-20 12:50:00,TRANSFERENCIA INTERBANCARIA A GUSTAVO DAVID JARA RAMIREZ,-2.0,CUENTA
2025-06-23 16:22:00,TRANSFERENCIA INTERBANCARIA A MINISO ECUADOR S.A. MINISO,-15.99,CUENTA
2025-06-23 20:25:00,TRANSFERENCIA DIRECTA A BENALCAZAR MOSQUERA DAVID MATEO,-5.4,CUENTA
2025-06-23 20:29:00,TRANSFERENCIA INTERBANCARIA A ERICK EDUARDO MOSQUERA HERRERA,-8.81,CUENTA
2025-06-23 10:37:00,TRANSFERENCIA DIRECTA A LOOR BRAVO ARLETH SOLANGE,-18.74,CUENTA
2025-06-23 11:39:00,PAGO TARJETA:  2230670000895647,-20.0,CUENTA
2025-06-23 12:06:00,14385203-MASTERCARD     -RA-223067000075,-216.1,CUENTA
2025-06-23 14:14:00,TRANSFERENCIA INTERBANCARIA A GREGORY ALESSANDRO ARIAS VACA,-3.25,CUENTA
2025-06-24 11:08:00,TRANSFERENCIA INTERBANCARIA A MAURO FIDEL MAINGUEZ LAGOS,-1.6,CUENTA
2025-06-24 12:36:00,TRANSFERENCIA INTERBANCARIA A OSCAR ANDRES PAZ Y MINO RAMIREZ,-12.0,CUENTA
2025-06-24 13:37:00,TRANSFERENCIA INTERBANCARIA A GREGORY ALESSANDRO ARIAS VACA,-3.25,CUENTA
2025-06-24 13:59:00,TRANSFERENCIA DIRECTA DE ARCINIEGA BASANTES PAULINA MARIA,110.0,CUENTA
2025-06-25 18:01:00,TRANSFERENCIA INTERBANCARIA A ADRIANA MICAELA ONA NICOLALDE,-10.0,CUENTA
2025-06-26 10:51:00,TRANSFERENCIA DIRECTA A ARTEAGA CARBAJAL DANIELA ABIGAIL,-1.35,CUENTA
2025-06-26 14:04:00,TRANSFERENCIA INTERBANCARIA A GREGORY ALESSANDRO ARIAS VACA,-3.0,CUENTA
2025-06-27 10:21:00,TRANSFERENCIA INTERBANCARIA A LAURA SUSANA CAMPOS LOOR,-3.5,CUENTA
2025-06-27 14:33:00,TRANSFERENCIA INTERBANCARIA A MB MAYFLOWER BUFFALOS S.A GRUPO MB,-13.97,CUENTA
2025-06-27 17:21:00,TRANSFERENCIA INTERBANCARIA A TRANSACCIONES Y TECNOLOGIA TRANSTEC S.A. TRANSTEC S.A.,-4.5,CUENTA
2025-06-30 10:47:00,TRANSFERENCIA DIRECTA A ALVAREZ BURBANO DOMENICA MISHELL,-25.0,CUENTA
2025-06-30 14:40:00,TRANSFERENCIA DIRECTA A PANILUISA CHICAIZA EDISON ORLANDO,-1.0,CUENTA
2025-07-01 10:35:00,TRANSFERENCIA DIRECTA A LAGOS MORALES DIELA ESPERANZA,-1.6,CUENTA
2025-07-01 13:58:00,TRANSFERENCIA INTERBANCARIA A GREGORY ALESSANDRO ARIAS VACA,-3.25,CUENTA
2025-07-03 16:31:00,TRANSFERENCIA INTERBANCARIA A DEBORA RENATA NAVAS ESTRELLA,-4.0,CUENTA
2025-07-04 12:28:00,TRANSFERENCIA DIRECTA A VELASTEGUI PEREZ MATEO SEBASTIAN,-3.45,CUENTA
